status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
2,-0.8117629941881858,4,0,-0.6738969694508025,4,2,4,0,0,4,2,0,2,1,2,2,1,0,0,0
0,-0.9793902644638298,4,6,-0.6858528709983397,2,4,3,1,2,4,0,0,2,1,2,2,2,0,1,0
1,-0.7279493590503636,2,4,-0.8901581297959622,1,2,4,1,0,2,0,0,0,1,2,2,1,0,0,0
2,-0.47650845363689753,2,6,-0.6788199877350825,1,4,4,1,0,4,2,0,2,1,2,1,1,0,0,0
1,-0.9793902644638298,4,4,-0.05781639558946924,0,2,1,1,0,2,0,0,2,1,2,2,2,0,0,0
0,-0.47650845363689753,2,0,-0.2557920594501602,1,0,1,0,0,4,2,1,2,0,1,2,1,0,0,0
1,-1.230831169877296,4,4,-0.5269097092487264,1,4,2,1,0,2,0,0,2,0,2,2,1,0,0,0
1,-0.7279493590503636,2,3,-0.7438741579202118,3,2,4,0,0,4,2,0,2,0,1,1,1,0,0,1
2,-0.8117629941881858,2,3,-0.5842277078442728,4,1,4,0,0,1,0,1,2,1,1,2,1,0,0,0
0,2.037900600497764,2,4,-0.4899870721166259,1,2,4,1,0,4,3,1,2,2,1,2,1,1,0,1
1,0.2778142626035009,4,3,-0.4256361902578223,1,3,2,1,0,2,1,0,2,1,2,1,1,0,0,0
2,0.529255168016967,0,9,1.7862055960365761,1,4,2,0,0,4,3,0,2,2,2,3,1,1,0,1
2,-0.7279493590503636,2,0,-0.6833913618561996,1,1,3,0,0,1,2,0,2,0,1,2,1,0,0,1
2,0.2778142626035009,4,2,3.0591574666861345,1,2,2,1,1,3,2,0,2,1,2,3,2,1,0,1
1,1.2835778842573655,2,7,-0.49912982035886033,1,2,4,1,0,4,3,0,1,2,1,2,1,1,0,1
0,-0.47650845363689753,4,3,-0.6190404799973961,1,4,4,1,0,4,2,0,2,1,2,2,2,1,0,0
1,0.2778142626035009,4,4,-0.6056780017972073,4,2,4,0,0,1,0,0,2,1,2,1,1,0,0,0
0,-0.9793902644638298,2,3,-0.38765862063623324,1,2,3,1,0,2,0,0,2,1,1,2,1,0,0,0
1,-0.47650845363689753,2,1,0.2016969968247225,2,1,1,0,0,4,2,1,2,1,1,2,1,1,0,0
1,-0.2250675482234314,0,9,0.32582738642121256,1,2,2,1,0,2,2,0,1,1,2,2,2,0,0,1
2,0.2778142626035009,2,3,0.2878498167996235,1,3,3,1,0,3,2,0,2,1,1,2,1,1,0,1
1,2.28934150591123,4,0,2.4223298871981926,3,2,2,1,0,2,3,0,0,2,1,2,1,0,0,1
2,-1.230831169877296,2,4,-0.9685747781812803,1,3,3,1,2,3,0,0,0,1,1,1,1,0,0,0
2,3.2951051275650944,2,7,1.0723679448159673,1,2,4,1,0,4,3,0,2,2,1,2,1,0,0,1
0,0.2778142626035009,1,3,1.2777281361030783,1,1,2,1,0,1,1,0,0,1,1,2,1,1,0,1
1,-0.47650845363689753,4,7,-0.6000516951866015,2,2,4,0,0,3,2,0,2,1,1,2,1,0,0,0
1,-0.9793902644638298,4,0,-0.38836190896255895,1,2,4,1,0,4,2,0,2,1,3,2,1,1,0,0
0,-0.7279493590503636,2,4,-0.7495004645308176,1,2,2,1,0,2,0,1,2,0,1,3,2,1,0,0
0,-0.057440277947787305,2,3,-0.36093366423585577,0,3,4,1,0,4,2,0,2,1,1,2,1,1,0,0
1,-0.47650845363689753,2,0,-0.018432249315228754,4,3,2,0,0,3,2,1,2,0,1,2,1,0,0,0
0,2.205527870773408,2,0,2.631558164280095,1,1,1,0,0,1,0,0,2,1,1,1,1,1,0,0
1,-1.147017534739474,4,4,-0.8820703140432163,0,4,4,1,0,2,1,0,2,0,2,1,1,1,0,0
1,-0.7279493590503636,2,4,-0.40981220291549353,2,2,4,0,1,2,0,0,2,1,1,2,1,0,0,0
0,0.026373357190034745,4,0,-0.9379817359861113,1,4,4,1,0,4,0,0,2,1,2,2,1,0,0,0
3,-0.47650845363689753,4,1,-0.3088903280877523,3,2,2,1,0,2,2,0,2,1,1,2,1,1,0,0
0,-0.7279493590503636,3,0,-0.6661607978612195,1,2,4,1,0,2,0,0,2,1,2,1,2,0,0,0
0,1.7864596950842977,2,4,1.3839246733782626,0,3,4,0,0,3,2,0,2,1,1,3,1,1,0,1
3,1.7864596950842977,4,1,0.5477148533769781,1,4,4,1,0,4,3,0,2,2,1,2,1,0,0,0
0,1.7864596950842977,2,4,0.2554985537886403,1,1,4,1,0,3,2,0,2,1,1,2,1,0,0,1
1,-0.8117629941881858,4,0,1.402913458189057,1,2,1,1,0,4,1,0,2,1,2,1,1,0,0,0
2,0.2778142626035009,4,4,-0.7111712507460657,2,1,4,1,0,4,3,0,0,1,2,2,2,0,0,1
1,-0.7279493590503636,4,7,-0.17245239278056204,1,4,2,0,0,4,3,0,0,2,3,1,1,0,0,0
2,1.7864596950842977,1,1,2.1255422134887376,1,0,1,1,0,2,3,0,0,2,1,3,1,1,0,0
1,0.529255168016967,4,3,0.45277092932300556,4,1,4,1,0,2,0,0,1,1,2,1,2,1,0,0
1,0.026373357190034745,2,1,0.7066580151265914,0,2,1,1,0,3,2,0,2,1,1,2,1,0,0,0
1,0.2778142626035009,2,4,-0.020190470131043064,1,1,4,0,0,4,1,0,2,1,1,2,1,1,0,0
1,0.2778142626035009,3,0,-0.8866416881643336,0,4,4,1,0,4,2,0,2,1,2,2,1,1,0,0
1,-0.7279493590503636,2,4,-0.6949956192405741,1,2,3,1,0,2,2,0,2,1,1,2,1,0,0,0
1,-0.7279493590503636,2,0,-0.47627294975327433,1,4,4,1,0,4,2,0,2,1,1,3,1,1,0,0
2,-0.2250675482234314,2,3,-0.46220718322675985,0,1,4,0,0,3,0,0,2,0,1,2,1,0,0,1
0,2.28934150591123,2,7,1.490121210653447,1,3,4,1,0,1,3,0,2,2,1,3,1,1,0,0
3,-0.7279493590503636,4,0,-0.8085766839421783,3,3,4,1,0,2,0,0,2,1,3,2,1,1,0,1
2,-0.7279493590503636,2,9,-0.8430378119321388,2,3,2,0,0,4,0,1,2,0,1,1,1,0,0,0
2,0.2778142626035009,2,1,0.30754188993674375,3,1,3,0,0,4,2,0,2,0,1,2,1,0,0,1
3,0.2778142626035009,2,4,0.6729001754629568,1,3,4,1,0,2,2,0,0,1,1,2,1,0,0,0
0,1.0321369788438992,4,3,0.3666181093481045,3,2,1,0,0,4,2,1,2,1,2,2,1,0,0,1
2,-0.7279493590503636,2,4,-0.5877441494759014,1,2,1,0,0,1,2,1,2,1,1,2,1,1,0,0
0,-0.7279493590503636,1,8,-1.0195631818398951,1,4,4,1,0,1,2,0,0,1,1,1,1,0,0,0
0,-0.47650845363689753,2,5,-0.6904242451194569,0,2,4,0,0,2,2,1,2,0,1,2,1,0,0,1
2,-0.7279493590503636,2,6,-0.9140699328910368,1,2,4,1,0,2,2,0,2,1,1,2,1,0,0,1
1,1.2835778842573655,2,4,-0.3303406220406868,3,4,4,1,0,4,2,0,2,1,1,2,1,0,0,0
0,0.2778142626035009,2,4,-0.49772324370620885,1,0,4,1,0,2,2,0,1,1,1,3,2,0,0,1
0,2.28934150591123,2,0,1.5910430854811881,1,4,4,1,0,4,3,0,0,2,1,3,1,0,0,1
1,-1.230831169877296,2,4,-0.5778981129073413,1,3,3,1,0,2,1,0,2,1,1,2,2,0,0,0
0,-0.7279493590503636,4,4,-1.0033875503344036,1,3,4,0,0,3,0,0,2,1,4,1,1,1,0,0
1,-0.7279493590503636,2,4,-0.8658946825377247,1,2,4,1,0,2,0,0,2,1,1,2,1,0,0,0
2,0.2778142626035009,2,3,-0.05957461640528354,2,4,4,1,0,4,3,0,2,2,1,2,1,0,0,0
0,-0.9793902644638298,2,4,-0.6591279145979623,1,3,3,1,0,4,0,0,2,1,1,2,1,0,0,0
1,-1.230831169877296,4,3,-0.7094130299302515,0,2,1,1,0,2,1,0,2,1,2,2,1,0,0,0
0,-1.063203899601652,4,0,0.05611631327529786,1,3,1,1,0,4,0,0,2,1,2,1,1,0,1,0
0,-0.2250675482234314,2,3,0.32160765646325823,1,2,2,1,1,3,2,0,2,1,1,2,1,0,0,1
2,-0.47650845363689753,0,0,-0.5135472310485376,1,1,2,0,0,1,0,0,2,0,2,0,1,0,0,1
1,-0.9793902644638298,2,5,-0.7041383674828086,1,1,1,0,0,4,0,1,2,0,1,2,1,1,0,0
1,-1.230831169877296,2,3,-0.517766961006492,1,2,1,1,0,2,1,1,2,0,1,2,1,0,0,0
0,0.7806960734304331,0,9,1.6997011318985122,0,1,2,1,0,3,2,0,0,1,3,2,1,0,0,0
2,-0.9793902644638298,1,1,0.664812359710211,1,4,2,0,0,4,3,0,0,2,1,3,2,1,0,1
1,0.2778142626035009,3,9,1.9022481698803204,1,1,2,1,0,2,2,0,0,1,2,2,1,1,0,1
0,0.2778142626035009,2,3,0.327233963073864,1,2,4,1,0,4,1,0,2,1,1,2,1,0,0,0
1,-0.7279493590503636,4,3,-0.4583390974319684,1,4,4,1,0,4,0,0,2,1,3,2,1,1,0,0
1,0.2778142626035009,2,4,-0.2958794940507264,3,4,3,1,0,2,2,0,0,1,2,2,1,1,0,1
1,-0.47650845363689753,4,4,-0.6257217190974904,1,2,4,0,0,2,2,0,2,1,1,1,1,0,0,0
2,-0.7279493590503636,2,0,-0.8978943013855452,1,3,2,1,0,3,2,0,0,1,1,1,1,0,0,1
0,2.28934150591123,0,1,0.4805508182128716,1,4,3,1,0,4,3,1,2,2,2,2,2,0,0,1
1,-0.8117629941881858,2,9,-0.38554875565725605,4,4,1,1,0,2,0,0,2,1,1,2,1,1,0,0
0,-0.47650845363689753,0,0,-0.8047085981473868,1,4,4,1,0,3,2,0,2,0,2,2,2,0,0,1
2,-0.3926948184990755,4,0,-0.7255886614357431,1,0,2,1,0,3,2,0,2,2,3,0,1,1,0,0
0,-0.7279493590503636,2,4,-0.6120075967341388,1,2,4,0,0,1,2,1,0,1,1,2,1,0,0,0
1,-0.2250675482234314,2,3,-0.4411085334369882,1,2,4,1,0,4,3,0,0,2,2,2,1,0,0,0
2,1.2835778842573655,0,4,0.1988838435194196,1,2,4,0,0,1,2,0,2,1,1,2,1,1,0,1
0,0.2778142626035009,2,4,-0.44005360094749957,1,2,2,1,0,4,0,1,2,0,1,1,2,0,0,1
1,0.2778142626035009,4,9,0.3166846381789782,2,2,3,1,0,3,1,0,2,1,2,1,1,1,0,0
1,-0.7279493590503636,4,7,-0.8922679947749393,1,2,4,1,0,2,2,0,2,1,2,2,1,0,0,0
1,2.7922233167381623,0,1,2.1793437704526553,0,2,2,1,0,2,1,0,2,1,1,1,2,0,0,0
0,-0.2250675482234314,2,4,-0.01702567266257731,1,2,2,0,0,2,0,1,2,1,1,2,1,0,0,1
2,-0.6441357239125416,4,4,-0.8286204012424615,1,1,4,1,2,4,0,1,2,1,2,2,1,0,0,0
2,0.2778142626035009,2,1,-0.1682326628226077,0,4,4,1,0,4,3,0,0,2,1,2,1,1,0,0
1,-0.47650845363689753,2,3,-0.35776886676739,3,2,2,0,0,4,2,1,2,0,1,2,1,0,0,0
0,-0.7279493590503636,1,4,-0.918641307012154,1,2,4,0,0,4,0,1,0,1,1,1,1,0,0,1
2,2.28934150591123,0,2,5.339921508960454,1,2,1,0,0,2,1,0,0,1,1,3,1,1,1,1
0,-0.2250675482234314,2,5,-0.7108196065829029,1,2,4,1,0,3,0,0,2,1,1,1,1,1,0,1
2,-1.147017534739474,2,4,-0.23293518884457423,1,2,2,1,2,2,0,0,2,1,1,2,1,0,0,0
0,-1.230831169877296,2,4,-0.20796845326001107,3,2,2,1,0,3,0,0,2,0,1,2,2,0,0,0
1,0.529255168016967,2,0,-0.2350450538235514,1,2,3,0,0,3,0,1,2,0,1,2,1,0,0,1
3,0.2778142626035009,4,4,-0.03179472751541749,0,2,3,1,0,2,2,0,2,1,2,2,1,1,0,0
0,-1.230831169877296,4,0,-0.9045755404856395,4,3,3,0,0,4,0,0,2,1,2,1,1,1,0,0
1,-0.7279493590503636,4,9,-0.7220722198041144,1,2,3,0,0,2,0,0,2,1,2,2,1,0,0,0
1,0.7806960734304331,4,4,0.9549187943195716,1,3,3,1,1,2,2,0,2,1,1,2,1,0,0,0
2,2.037900600497764,4,4,0.5301326452188351,1,1,4,1,0,2,1,0,2,1,2,1,1,0,0,1
1,-0.47650845363689753,2,4,-0.7122261832355543,3,4,4,1,0,3,1,0,1,1,1,2,1,1,0,0
1,-1.230831169877296,4,4,-0.47134993146899423,0,2,1,1,0,2,0,0,2,1,2,1,2,0,0,0
1,2.28934150591123,4,1,2.936785297905459,2,2,2,0,0,4,2,1,0,0,2,1,1,0,0,1
1,-1.39845844015294,2,3,-0.9274324110912255,1,1,1,0,0,3,0,1,2,0,1,1,2,0,0,0
2,-0.2250675482234314,4,4,-0.7009735700143428,1,2,4,1,0,2,2,0,2,1,1,2,1,0,0,1
1,1.2835778842573655,2,9,0.880370231729045,2,3,2,1,0,2,2,0,2,1,2,2,1,1,0,0
2,-0.5603220887747196,2,9,-0.6429522830924707,3,4,1,1,0,2,0,0,2,1,1,2,1,1,0,0
0,-0.7279493590503636,2,0,-0.82229080630553,0,2,4,1,0,2,2,1,2,1,1,2,1,0,0,1
1,-1.230831169877296,4,0,-1.0114753660871494,2,2,4,0,0,4,2,0,2,1,2,1,1,0,0,0
1,-0.47650845363689753,2,4,-0.4428667542528025,0,4,4,1,0,2,2,0,2,1,1,2,1,0,0,0
1,1.2835778842573655,2,3,0.038885749280317655,1,2,4,0,0,2,2,0,2,1,1,3,1,1,0,1
1,-0.7279493590503636,4,4,-0.8585101551113047,0,4,4,0,0,3,1,0,0,1,1,1,2,0,0,1
1,-1.230831169877296,2,4,-0.956618876633743,1,2,3,0,0,1,0,0,2,1,1,2,1,0,0,0
0,0.2778142626035009,2,0,-0.3289340453880354,1,4,4,1,1,1,0,0,2,1,1,2,1,0,0,1
0,1.2835778842573655,2,3,-0.18511158265442507,1,4,2,1,0,2,1,0,0,1,1,2,2,0,0,1
1,0.2778142626035009,2,0,-0.6204470566500475,2,1,4,1,0,3,0,0,2,1,1,2,1,1,0,0
1,-0.2250675482234314,2,0,-0.4987781761956974,1,2,2,1,0,2,1,0,2,1,1,3,1,1,0,0
1,0.2778142626035009,4,7,-0.4611522507372713,0,2,3,0,0,2,2,0,2,1,2,2,1,1,0,0
0,-0.47650845363689753,4,3,-0.6348644673397248,1,2,4,0,0,3,1,0,2,0,2,2,1,0,0,0
2,-0.7279493590503636,4,0,-0.801895444842084,1,3,2,1,0,3,0,0,2,1,2,1,2,0,0,0
1,1.2835778842573655,2,4,0.2097848125774683,0,4,2,0,0,4,0,0,2,1,1,1,1,1,0,0
1,-0.7279493590503636,2,3,-0.8704660566588419,1,2,4,0,0,1,0,0,2,1,1,2,1,1,0,0
1,-1.230831169877296,2,3,-0.09157423525310393,3,2,1,1,0,2,2,0,2,1,1,2,1,1,0,0
1,-0.7279493590503636,4,4,-0.6847979385088512,1,2,4,0,0,2,1,0,2,1,2,2,1,0,0,0
0,-0.7279493590503636,2,4,-0.9017623871803366,2,3,4,1,0,1,1,1,2,1,1,2,1,0,0,1
1,3.2951051275650944,2,0,1.1564108998118912,0,2,4,1,0,4,3,0,2,2,1,2,2,1,0,0
1,-0.7279493590503636,4,4,-0.7955658499051524,0,4,4,1,0,4,2,0,2,1,2,2,1,0,0,0
3,-0.8955766293260078,2,0,0.2498722471780345,1,1,1,1,2,1,1,0,2,1,1,1,2,0,0,0
2,-0.8955766293260078,1,4,-0.7702474701574265,1,2,4,1,0,4,0,1,1,1,1,1,1,0,0,0
1,0.2778142626035009,2,1,-0.19988063750726526,1,4,4,1,0,4,2,0,2,1,1,3,1,1,0,0
0,0.7806960734304331,0,3,0.47281464662328865,1,2,2,1,2,2,0,0,2,1,2,2,1,0,0,0
1,0.2778142626035009,3,9,-0.30361566564030934,3,2,4,1,0,2,2,0,2,1,2,2,2,1,0,0
0,-0.7279493590503636,2,3,-0.6879627359773169,1,2,2,0,0,4,2,1,2,0,1,2,1,0,0,1
1,0.2778142626035009,2,0,0.18235656785076512,1,4,4,0,1,4,3,0,2,2,1,2,1,1,0,0
2,0.2778142626035009,0,9,0.35255234282159004,1,2,1,1,0,4,0,0,2,1,3,1,1,1,0,1
0,0.2778142626035009,2,1,1.17469639629636,1,0,4,1,0,2,3,0,2,2,1,3,1,1,0,0
0,-0.7279493590503636,4,0,-0.39293328308367614,1,2,4,1,0,2,1,0,2,1,2,2,1,0,0,0
1,-0.7279493590503636,2,4,-0.3753510749255331,1,1,2,0,0,2,2,0,0,1,1,2,1,0,0,0
1,-0.47650845363689753,3,1,0.1250385692552187,1,1,1,0,0,2,1,0,2,1,2,1,1,0,0,0
1,1.2835778842573655,2,1,0.5090339954290634,1,2,2,1,0,2,3,0,2,2,1,3,1,1,0,0
1,-0.47650845363689753,2,1,0.4988363146973404,1,2,3,1,0,2,2,0,2,1,1,2,1,1,0,0
0,-0.5603220887747196,2,0,2.018290743724065,1,4,1,1,0,4,1,0,2,1,1,3,1,1,1,1
1,-0.2250675482234314,4,0,-0.7677859610152864,1,1,4,0,0,1,1,0,2,1,2,2,1,0,0,0
0,2.28934150591123,2,5,-0.06590421134221505,1,2,3,1,0,4,2,0,2,1,1,2,1,0,0,1
2,0.7806960734304331,2,3,0.0712370122913009,2,2,2,0,1,4,2,1,2,0,1,2,1,0,0,1
1,0.2778142626035009,4,3,0.6721968871366311,1,4,4,1,0,4,2,0,2,1,1,2,1,1,0,0
1,-0.7279493590503636,2,4,-0.4484930608634083,1,3,4,1,0,2,2,0,2,0,2,3,2,1,0,0
2,-0.2250675482234314,4,9,0.12363199260256726,1,0,3,1,0,3,2,0,2,1,3,0,2,1,0,0
1,1.2835778842573655,4,1,0.9155346480453311,1,4,2,1,0,2,1,0,2,1,2,2,2,1,0,0
1,0.2778142626035009,2,0,-0.6222052774658619,2,4,4,1,0,4,0,0,2,0,1,1,1,0,0,0
1,0.2778142626035009,2,1,-0.22344079643917697,4,2,2,0,0,4,2,0,2,0,1,2,1,1,0,0
0,-0.7279493590503636,2,0,0.1450822865555018,4,2,1,1,0,3,1,0,2,1,1,2,2,0,0,0
0,0.2778142626035009,2,3,-0.031443083352254625,1,1,4,1,0,1,3,1,0,2,1,2,1,0,0,0
0,0.2778142626035009,0,3,0.3064869574472552,1,4,3,1,0,4,3,1,0,0,2,2,2,0,0,1
2,-0.9793902644638298,1,0,-0.6334578906870734,2,3,2,1,0,3,3,0,2,1,1,2,1,0,0,1
3,0.2778142626035009,2,4,-0.6545565404768451,2,4,4,0,0,2,3,0,2,2,1,2,1,1,0,0
0,-0.9793902644638298,2,0,-0.6387325531345163,1,1,3,1,0,2,3,0,2,2,1,3,1,1,0,1
0,0.7806960734304331,2,3,0.1348846058237788,4,4,4,0,0,4,1,0,2,0,2,2,1,1,0,0
0,0.2778142626035009,2,3,0.03747917262766621,1,4,4,1,0,2,1,0,2,0,1,3,1,1,0,1
2,-0.7279493590503636,2,4,-0.9189929511753169,1,1,4,1,2,1,0,0,0,1,1,1,1,0,0,0
2,-0.7279493590503636,2,3,-0.7931043407630125,4,1,1,0,0,4,0,1,2,0,1,1,1,0,0,0
2,0.7806960734304331,2,4,-0.08700286113198673,0,4,2,0,0,4,2,0,2,1,1,2,1,0,0,0
1,-0.2250675482234314,4,4,-0.7347314096779775,4,2,4,1,0,3,0,0,2,1,2,2,1,0,0,0
2,-0.9793902644638298,2,0,-1.0417167641191554,1,2,4,1,0,4,0,1,2,0,1,1,1,0,0,0
0,0.2778142626035009,2,0,-0.6566664054558222,0,2,4,0,0,4,0,0,2,0,1,2,1,0,0,1
0,-0.7279493590503636,2,7,-0.8592134434376304,1,1,4,0,0,4,1,0,2,1,1,2,1,0,0,1
0,0.2778142626035009,2,4,-0.6879627359773169,2,2,4,0,0,2,2,0,2,1,1,1,1,0,0,1
2,-1.230831169877296,2,4,-1.0093655011081721,0,4,4,1,0,4,1,0,2,1,1,2,1,0,0,0
1,0.2778142626035009,2,9,-0.6964021958932256,1,3,4,1,0,1,0,0,2,1,1,2,1,1,0,0
1,-0.47650845363689753,2,3,-0.37007641247809014,0,3,1,0,0,4,0,0,0,0,1,1,1,0,0,0
1,0.2778142626035009,2,3,-0.14185935058539312,3,4,3,1,0,4,1,0,2,1,1,2,1,0,0,0
0,0.2778142626035009,1,1,0.13840104745540743,1,2,1,0,2,4,2,1,0,0,1,2,1,0,1,0
1,0.2778142626035009,2,4,-0.6777650552455939,2,3,4,1,0,3,1,0,2,1,1,2,1,1,0,0
0,1.2835778842573655,4,3,-0.31311005804570663,1,2,3,1,0,2,1,0,2,1,2,2,1,1,0,0
2,-1.230831169877296,1,7,-0.9865086305025862,4,1,4,0,0,2,1,1,0,0,1,2,2,0,0,1
0,-0.47650845363689753,2,0,0.25338868880966314,1,2,3,0,0,2,1,0,2,1,1,2,1,1,0,1
2,-0.47650845363689753,2,6,-0.21359475987061685,2,2,3,0,0,2,0,0,2,1,1,1,1,0,0,0
1,-0.7279493590503636,2,1,-0.27900057421890906,0,1,2,1,0,4,2,0,2,0,1,2,1,1,0,0
0,-0.8955766293260078,4,0,-0.7737639117890551,1,3,4,1,1,3,1,0,2,1,2,2,1,1,0,0
1,2.28934150591123,4,1,1.9760934441445213,0,3,2,1,0,1,3,0,2,2,2,2,1,1,0,0
3,0.2778142626035009,4,9,-0.6904242451194569,4,2,2,1,0,4,0,0,2,1,2,2,1,1,0,0
0,0.2778142626035009,2,9,1.1708283105015684,1,2,2,1,0,2,2,1,1,1,1,1,1,0,0,0
3,0.2778142626035009,4,0,-0.6661607978612195,0,3,4,1,0,2,0,0,0,1,2,1,2,0,0,1
2,0.529255168016967,3,1,0.9587868801143631,1,4,1,1,0,2,2,0,2,1,2,3,1,1,0,0
1,-0.7279493590503636,4,4,-0.9214544603174568,1,4,4,1,0,4,0,0,2,1,1,2,1,0,0,0
1,-0.8955766293260078,2,7,-0.883125246532705,3,4,4,1,0,4,3,0,2,2,1,2,1,1,0,0
2,-0.47650845363689753,2,4,-0.6309963815449333,0,1,4,1,0,1,1,1,2,1,1,2,1,0,0,0
0,1.2835778842573655,2,3,0.1341813174974531,1,2,1,1,2,2,1,0,2,1,1,2,2,0,0,0
0,-0.8955766293260078,4,0,-0.35073598350413276,1,1,1,1,0,3,0,0,2,0,2,1,2,0,1,0
2,3.2951051275650944,1,2,4.059233466721312,2,4,3,0,0,4,3,0,0,2,2,3,1,1,0,1
1,0.2778142626035009,4,0,-0.4277460552367994,1,2,4,0,0,4,2,0,2,1,1,2,1,1,0,0
3,-0.7279493590503636,1,9,-0.9246192577859226,1,1,4,0,0,1,0,0,2,1,1,0,1,0,0,1
0,0.2778142626035009,2,3,-0.07645353623710088,1,2,2,1,0,2,0,1,2,0,1,1,1,0,0,0
0,-0.2250675482234314,2,0,0.4014308815012278,2,2,3,1,0,4,2,0,2,1,1,1,2,1,0,0
1,-0.8955766293260078,2,0,-0.6784683435719197,0,2,4,1,2,4,1,0,2,1,1,1,1,0,0,1
0,0.2778142626035009,1,3,-0.14432085972753314,3,2,4,1,0,4,0,1,1,1,1,2,1,1,0,0
2,-0.2250675482234314,4,4,-0.507569280274769,1,4,3,0,2,4,0,0,0,0,2,1,1,1,0,0
