status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
2,3.249725696462914,2,0,1.4664981047424688,2,1,4,0,0,2,1,1,2,1,1,3,1,0,0,0
1,-0.9651875953788842,2,0,-0.2728389695554952,3,4,2,1,0,4,3,0,2,2,1,1,1,0,0,1
1,0.7703649365559742,1,1,1.4938249675706556,0,0,4,0,0,1,0,0,0,1,1,3,1,1,0,0
2,-0.7172515193881902,2,0,-0.8474128775923048,1,4,4,1,0,4,2,0,0,1,1,1,2,0,0,0
1,0.52242886056528,2,6,0.679342497561713,0,4,4,1,0,4,1,0,2,1,4,2,2,1,0,1
0,-0.22137936740680209,4,3,-0.4087634950515409,1,2,4,0,0,4,0,1,2,0,2,2,1,0,0,0
0,-0.7172515193881902,4,0,0.5561941676736507,1,4,3,1,1,4,1,0,2,0,2,2,1,1,0,0
2,-1.2131236713695783,2,6,-1.0014370135329937,1,1,3,1,0,1,1,1,2,1,1,1,1,0,0,1
1,1.2662370885373622,4,1,2.555668780323055,0,4,2,1,0,4,3,0,2,2,2,2,1,0,0,1
1,-0.7172515193881902,2,0,-0.3143616052814413,0,4,4,1,0,3,2,0,2,1,1,2,1,1,0,1
1,-0.9651875953788842,2,3,-0.4598682774834746,1,1,2,0,1,2,2,1,2,0,2,2,1,0,0,0
1,-0.22137936740680209,4,4,-0.3093930847672255,1,2,2,0,0,2,2,0,2,1,2,2,1,0,0,1
1,-0.22137936740680209,2,3,-0.45844870019369865,1,2,4,1,0,4,3,0,0,2,2,2,1,0,0,1
1,-0.7998968780517549,4,0,1.4026171267025518,1,2,1,1,0,4,1,0,2,1,2,1,1,0,0,1
1,0.27449278457458604,4,4,-0.30229519831834584,0,4,4,1,0,4,1,0,2,1,2,2,1,0,0,1
0,1.2662370885373622,2,3,0.6754386600148292,1,3,4,1,0,2,1,0,2,1,1,2,1,0,0,0
2,-0.22137936740680209,2,9,-0.23202612247443707,2,2,4,1,0,4,2,0,2,1,1,2,1,0,0,1
1,-0.22137936740680209,4,1,-0.016605268750938974,0,0,2,1,0,4,3,0,2,1,1,3,1,1,0,1
2,-0.7172515193881902,2,3,-0.18234091733227936,0,4,1,0,0,2,1,0,0,1,1,2,1,1,0,0
1,-0.7172515193881902,4,3,-0.5975672745917402,4,3,3,0,0,2,1,0,2,1,1,2,1,0,1,1
2,-0.22137936740680209,2,3,-0.47974235954033767,0,1,4,0,0,3,0,0,2,0,1,2,1,0,0,0
0,2.2579813925001386,2,4,1.2358167951538794,1,2,3,0,0,2,2,0,2,1,1,2,1,1,0,0
0,0.7703649365559742,2,1,0.20626836574388277,1,2,4,1,0,4,1,0,2,1,1,3,1,1,0,1
2,0.7703649365559742,1,3,0.07815151534160467,4,2,4,1,0,2,2,0,1,1,1,2,2,1,0,1
1,-0.7172515193881902,2,7,-0.907390018085338,1,4,4,1,0,4,2,0,0,1,1,1,2,0,0,0
2,2.2579813925001386,2,4,0.2495654730820488,0,3,4,1,0,1,2,0,2,1,2,2,2,1,0,1
2,1.2662370885373622,0,9,-0.46945042418946215,1,4,4,1,0,4,3,0,2,2,1,3,1,1,0,0
1,-0.7172515193881902,2,0,-0.7718203869117363,1,2,3,1,0,2,0,0,2,1,2,2,1,1,0,1
3,0.27449278457458604,4,9,-0.7100687748064831,4,2,2,1,0,4,0,0,2,1,2,2,1,1,0,1
0,0.52242886056528,0,9,0.7158966127734433,1,0,2,1,0,4,1,0,1,1,2,2,1,1,0,0
1,-0.9651875953788842,2,0,0.10689795545956735,2,2,1,1,2,2,0,0,2,0,1,2,2,0,1,1
3,-0.46931544339749615,2,7,-0.48648535166677337,1,4,4,1,0,4,2,0,2,0,1,3,1,1,0,1
3,-0.7172515193881902,2,3,-0.36369191610115503,1,2,1,0,0,2,2,0,2,1,1,1,1,0,0,1
2,1.2662370885373622,2,6,-0.3164909712161052,1,1,4,1,0,1,3,0,2,0,1,1,1,0,0,0
0,-0.8825422367153195,4,3,-0.40592434047198905,0,1,2,0,1,3,0,0,2,0,2,2,1,0,1,1
0,2.2579813925001386,2,9,0.3663257051661194,1,1,3,0,0,4,1,1,2,0,1,2,1,0,0,0
0,0.27449278457458604,3,4,-0.799147249739923,1,1,4,1,0,4,0,0,1,1,1,2,1,0,0,0
1,0.27449278457458604,3,0,-0.908099806730226,0,4,4,1,0,4,2,0,2,1,2,2,1,1,0,1
1,2.2579813925001386,2,9,0.22649734212318984,0,2,4,1,0,2,0,0,0,1,1,2,1,0,0,0
1,1.2662370885373622,3,4,0.41814027624294103,1,2,4,0,0,4,0,0,2,1,2,2,1,0,0,1
1,2.2579813925001386,2,4,2.4651707280998387,0,3,4,1,0,3,2,0,1,1,1,2,1,1,0,1
1,-0.9651875953788842,4,0,-0.4052145518271011,1,2,4,1,0,4,2,0,2,1,3,2,1,1,0,1
0,-0.22137936740680209,2,0,-0.8161821772172342,1,1,1,0,0,2,2,1,2,1,1,1,1,0,0,0
1,1.2662370885373622,2,9,1.4668529990649128,0,4,3,1,0,2,1,0,2,1,2,2,1,0,0,1
2,-0.46931544339749615,2,6,-0.625249031742371,2,2,4,1,2,2,0,1,2,1,1,2,1,0,0,1
2,2.2579813925001386,1,9,0.10299411791268352,2,3,4,1,0,2,2,0,2,1,1,2,1,0,0,1
2,1.2662370885373622,2,4,-0.21463630067468187,2,2,4,0,1,4,3,0,2,2,1,2,1,0,0,0
0,1.2662370885373622,4,7,1.6996636745881661,1,2,3,0,0,2,3,0,2,1,2,3,1,1,0,0
1,0.27449278457458604,2,4,-0.060612164733992946,0,1,4,1,0,2,2,0,2,1,2,2,1,0,0,1
0,0.02655670858389198,2,0,0.17290829943414832,0,3,2,1,1,2,0,1,2,1,1,1,1,0,1,1
2,0.27449278457458604,2,0,0.0838298245007084,2,3,2,1,0,3,2,0,0,1,2,2,1,1,0,1
1,-1.2131236713695783,0,0,-0.7352662717000059,2,2,4,1,0,1,3,0,0,0,1,2,1,0,1,1
0,-0.7172515193881902,2,3,-0.9311679376890849,1,4,4,0,0,4,1,1,2,0,1,2,1,0,0,1
2,-0.7172515193881902,2,4,-0.7515914105324292,3,2,3,1,0,1,2,0,2,1,1,2,1,1,0,1
0,-0.7172515193881902,0,6,-0.7693361266546284,1,3,4,1,0,3,0,0,2,1,2,2,1,0,0,0
1,-0.8825422367153195,2,3,-0.37824258332135835,1,2,2,1,0,2,0,0,0,0,1,1,1,0,0,0
1,-1.2131236713695783,4,4,-0.6720950823049768,1,2,1,0,0,1,2,0,2,1,2,2,1,1,0,1
1,-0.9651875953788842,2,7,0.19739600768278318,0,4,1,1,0,4,0,0,2,1,1,1,1,0,0,1
0,-0.7172515193881902,2,3,-0.5744991436328813,1,2,2,1,0,2,0,0,2,1,1,2,1,0,0,1
1,-0.7172515193881902,4,4,-0.9432343446521804,1,4,4,1,0,4,0,0,2,1,1,2,1,0,0,1
1,0.27449278457458604,4,3,-0.44283335000616336,1,3,2,1,0,2,1,0,2,1,2,1,1,0,0,1
1,0.27449278457458604,2,4,0.12251330564710262,2,4,2,1,0,4,2,0,2,1,2,2,1,0,0,0
0,-0.7172515193881902,2,5,-0.8995823429915704,2,0,4,0,0,3,1,1,2,1,1,2,1,0,0,0
2,-0.7172515193881902,4,4,0.10547837816979141,1,2,1,0,0,1,0,1,2,1,1,1,1,0,0,1
0,0.02655670858389198,2,4,-0.2377044316335408,1,1,4,0,0,4,1,0,2,0,1,3,1,1,0,1
1,1.2662370885373622,2,3,0.025982049942339068,1,2,4,0,0,2,2,0,2,1,1,3,1,1,0,0
1,0.27449278457458604,2,0,-0.6213451941954872,4,3,4,0,0,3,2,0,2,1,1,2,2,1,0,1
1,-0.22137936740680209,4,0,-0.7881455257441595,1,1,4,0,0,1,1,0,2,1,2,2,1,0,0,1
0,0.27449278457458604,2,0,-0.3452374113340679,1,4,4,1,1,1,0,0,2,1,1,2,1,0,0,0
0,0.27449278457458604,2,4,-0.5155866861071801,1,0,4,1,0,2,2,0,1,1,1,3,2,0,0,0
2,2.2579813925001386,4,3,0.6459824312519785,1,2,2,0,0,3,2,0,2,1,1,3,1,1,0,0
0,-0.7172515193881902,1,0,-0.9151976931791056,1,1,4,1,0,2,2,0,0,1,2,2,1,1,0,0
1,-0.7172515193881902,2,1,0.4965719215030614,0,1,1,0,0,4,2,1,2,0,1,2,1,0,0,1
2,1.2662370885373622,2,7,-0.35588424100738736,1,3,3,1,0,1,2,0,2,1,2,2,2,0,0,1
1,-0.8825422367153195,2,0,-0.6784831801089686,1,2,2,0,0,4,2,0,2,1,1,2,1,1,0,1
1,1.7621092405187504,2,4,1.3806136787110248,0,3,2,1,0,4,1,0,2,0,1,2,1,1,0,1
0,-1.2131236713695783,2,3,-1.0106642659165372,1,4,2,0,0,1,1,0,0,1,1,2,1,1,0,1
1,1.5141731645280563,2,1,-0.2508355215639682,3,2,4,1,0,4,2,1,2,1,1,2,1,0,0,1
1,0.27449278457458604,4,1,1.265627918239174,0,2,2,1,0,4,1,0,2,1,2,3,2,1,0,1
1,-0.46931544339749615,4,4,-0.5134573201725161,1,4,4,1,0,4,2,0,2,1,2,2,1,1,0,1
2,0.27449278457458604,3,3,-0.43005715439817993,1,0,3,0,0,2,1,0,2,1,1,3,1,1,0,0
2,0.52242886056528,2,9,-0.26538618878417153,1,1,4,0,0,1,1,0,2,1,1,2,2,1,0,1
2,-0.7172515193881902,2,0,-0.7285232795735702,1,4,1,1,0,1,0,0,2,0,2,2,1,0,0,0
2,-0.22137936740680209,2,4,-0.7675616550424085,1,2,4,0,2,4,0,0,2,1,1,1,2,0,0,1
0,-0.22137936740680209,2,0,0.39187809638208626,2,2,3,1,0,4,2,0,2,1,1,1,2,1,0,1
0,-0.22137936740680209,4,6,-0.7402347922142217,1,0,2,0,0,4,3,0,2,2,3,0,2,0,0,0
0,0.27449278457458604,2,4,-0.4747738390261219,1,1,4,1,0,3,1,0,2,1,1,2,1,0,0,0
0,0.27449278457458604,2,1,-0.12484803709635399,1,2,3,1,2,4,3,0,0,1,1,2,2,1,0,1
2,0.27449278457458604,2,3,0.2772472302326795,1,3,3,1,0,3,2,0,2,1,1,2,1,1,0,0
2,0.02655670858389198,4,3,-0.18837412081382707,4,3,3,1,0,2,2,0,2,1,2,2,1,1,0,1
3,1.2662370885373622,2,4,0.22614244780074585,1,2,2,1,0,2,0,1,2,1,1,2,1,1,0,1
1,-0.8825422367153195,2,0,-0.6138924134241635,1,2,3,1,0,2,0,0,2,1,1,1,2,0,1,1
2,1.2662370885373622,3,0,-0.14685148508788098,2,4,4,1,0,3,3,0,2,2,1,2,1,0,0,1
1,-1.2131236713695783,2,4,-0.4144418042106447,1,3,2,1,0,2,0,0,2,0,1,2,1,0,0,1
2,0.7703649365559742,4,0,0.6949578477492483,1,0,4,1,0,2,2,0,2,1,2,3,1,0,0,0
3,-0.7172515193881902,2,3,-0.6571895207623295,0,4,3,0,0,4,0,0,2,1,1,3,1,1,0,1
1,0.27449278457458604,4,4,-0.24764147266197234,4,4,2,1,0,2,2,0,2,1,1,2,1,0,0,1
3,0.27449278457458604,2,3,-0.13620465541456148,1,4,3,1,0,4,3,0,2,2,1,2,1,0,0,1
3,-0.7172515193881902,2,4,-0.0921977594315075,1,2,3,1,0,1,2,1,2,1,1,2,1,0,0,1
1,1.2662370885373622,4,1,2.760442804373233,0,2,4,1,0,2,2,0,2,1,1,3,1,1,0,1
0,-1.2131236713695783,2,4,-0.22315376441333748,3,2,2,1,0,3,0,0,2,0,1,2,2,0,0,1
1,-0.46931544339749615,4,1,0.03272504206877476,4,4,3,1,0,4,3,1,2,0,2,2,1,1,0,1
1,-0.22137936740680209,4,4,-0.5237492555233917,1,2,4,1,0,2,2,1,2,1,2,2,1,0,0,1
1,-0.46931544339749615,4,4,-0.6405094876074623,1,2,4,1,0,4,3,0,2,2,2,2,1,1,0,1
0,0.27449278457458604,0,3,0.29605662932221066,1,4,3,1,0,4,3,1,0,0,2,2,2,0,0,0
2,0.7703649365559742,3,9,-0.2742585468452711,2,4,4,1,0,2,1,0,1,1,2,2,1,0,0,1
0,-0.0560886500796727,4,3,0.353549509558136,1,4,1,0,0,4,1,1,2,1,2,2,1,0,0,1
0,0.27449278457458604,2,0,-0.6508014229583378,1,3,4,0,0,4,2,1,2,0,2,2,1,0,0,0
1,0.27449278457458604,2,0,0.17077893349948442,1,4,4,0,1,4,3,0,2,2,1,2,1,1,0,1
0,-0.22137936740680209,2,3,-0.28880921406547444,1,2,2,1,0,2,2,1,2,1,1,2,1,0,0,0
0,-1.2131236713695783,4,0,-0.8573499186207363,1,4,1,0,0,4,3,0,2,1,2,2,1,1,0,1
2,-0.7172515193881902,2,3,-0.48045214818522564,1,2,4,1,0,2,1,0,2,1,1,1,1,0,0,0
2,0.27449278457458604,4,9,-0.47583852199345383,1,4,4,1,0,4,0,0,2,1,2,2,1,1,0,0
0,0.27449278457458604,4,4,-0.7256841249940184,4,4,4,0,0,4,1,0,2,0,2,3,1,1,0,1
3,1.2662370885373622,2,4,0.331546061566609,1,2,4,1,0,2,2,0,2,1,1,2,1,0,0,0
2,-0.7998968780517549,2,3,-0.6028906894284,4,1,4,0,0,1,0,1,2,1,1,2,1,0,0,1
2,-0.7172515193881902,2,4,-0.6064396326528398,1,2,1,0,0,1,2,1,2,1,1,2,1,1,0,1
0,0.7703649365559742,2,3,0.12286819996954661,4,4,4,0,0,4,1,0,2,0,2,2,1,1,0,1
2,-0.7172515193881902,4,3,0.1210937283573267,1,4,1,1,0,4,2,0,2,0,3,2,1,1,0,1
0,0.27449278457458604,2,3,-0.3253633292772048,2,0,1,1,0,1,1,0,2,1,1,2,1,0,0,0
0,0.02655670858389198,1,0,-0.5780480868573211,0,2,4,1,0,2,1,0,2,1,2,1,2,0,0,0
2,-0.22137936740680209,2,0,-0.7927591519359313,0,2,4,0,0,2,1,0,2,1,1,2,1,0,0,0
2,2.2579813925001386,3,2,1.528249716847722,2,0,2,1,0,4,3,0,2,2,1,3,1,1,0,1
0,-0.7172515193881902,2,3,-0.5031653848216406,1,1,4,0,0,1,2,1,2,0,1,2,1,0,0,1
2,-0.46931544339749615,4,9,-0.33707484191785625,3,2,2,1,0,4,2,0,0,1,1,2,1,0,0,1
1,-0.7172515193881902,2,4,-0.4659014809650223,1,3,4,1,0,2,2,0,2,0,2,3,2,1,0,1
1,-0.22137936740680209,2,6,-0.47299936741390197,1,1,4,0,0,4,0,1,2,1,1,2,1,0,0,0
2,-0.9651875953788842,2,0,-0.6128277304568316,0,1,4,1,0,2,0,0,2,1,1,0,1,0,0,1
0,-0.7172515193881902,2,4,-0.9137781158893297,1,2,4,1,0,2,0,0,2,1,1,1,1,0,0,1
0,-0.22137936740680209,4,0,0.244951846890277,1,4,1,0,0,4,0,0,0,0,3,2,1,1,0,0
0,-0.9651875953788842,2,3,-0.4045047631822131,1,2,3,1,0,2,0,0,2,1,1,2,1,0,0,1
0,1.2662370885373622,2,2,4.465000235071686,1,0,2,1,1,3,2,0,2,1,1,3,1,0,0,1
2,-0.22137936740680209,2,4,-0.02228357791004271,3,1,1,1,0,3,0,0,2,0,1,2,1,0,0,1
2,2.2579813925001386,3,7,1.0463032269687922,1,4,4,1,0,4,3,0,2,2,1,2,1,0,0,0
1,0.27449278457458604,2,8,-0.8300230557925495,1,1,4,1,0,3,2,0,2,1,2,1,1,0,0,1
1,0.7703649365559742,2,4,-0.4999713359196447,0,4,4,1,0,4,2,0,2,1,1,2,1,1,0,1
0,0.7703649365559742,2,3,1.091019911596734,0,4,4,1,0,4,1,0,2,1,1,2,1,0,0,0
1,-0.7172515193881902,4,4,-0.3353003703056363,0,4,1,1,1,4,0,0,2,1,1,2,1,1,0,1
0,0.7703649365559742,0,9,1.702147934845274,0,1,2,1,0,3,2,0,0,1,3,2,1,0,0,1
0,0.7703649365559742,2,3,-0.059547481766661,1,1,2,1,0,4,1,0,2,1,1,1,1,0,0,0
3,-1.2131236713695783,3,4,-0.9201662136933214,1,1,2,0,0,1,1,0,0,1,1,2,1,0,0,1
2,-0.7172515193881902,2,0,0.9944886558919706,1,3,2,1,0,2,2,0,2,1,1,2,1,0,0,1
2,-0.7172515193881902,2,4,-0.1227186711616901,1,3,2,0,0,1,0,0,2,1,1,2,1,0,0,1
1,-1.3784143886967077,2,3,-0.949267548133728,1,1,1,0,0,3,0,1,2,0,1,1,2,0,0,1
1,-0.7172515193881902,2,4,-0.7146824009982549,1,2,3,1,0,2,2,0,2,1,1,2,1,0,0,1
0,0.27449278457458604,2,0,-0.054224066930001244,1,1,4,0,0,1,1,0,2,1,1,2,1,0,0,0
2,-1.1304783127060136,2,4,-0.3054892472203417,1,2,3,1,2,2,0,0,2,1,1,2,1,0,0,1
3,-0.8825422367153195,2,0,-0.7224900760920225,2,4,1,0,0,4,3,0,2,2,1,1,2,0,0,0
2,0.27449278457458604,2,3,-0.07338836034197636,2,4,4,1,0,4,3,0,2,2,1,2,1,0,0,1
1,-0.22137936740680209,2,3,-0.6185060396159353,1,1,4,1,1,1,1,0,2,1,1,1,2,0,0,0
3,-0.8825422367153195,2,0,0.2389186434087293,1,1,1,1,2,1,1,0,2,1,1,1,2,0,0,1
1,-0.9651875953788842,4,3,-0.3086832961223375,1,0,2,1,0,3,2,0,2,1,1,3,1,0,0,1
2,-0.22137936740680209,2,1,-0.17630771385073163,1,2,1,1,0,3,2,1,2,0,1,2,1,1,0,1
0,-1.2131236713695783,1,7,-0.7373956376346699,1,4,4,0,0,4,3,0,2,2,1,2,1,0,0,0
2,0.27449278457458604,2,4,-0.13478507812478555,2,1,2,1,0,1,2,0,2,1,1,2,1,0,0,1
1,-1.2131236713695783,2,4,-0.6848712779129602,2,4,2,1,0,4,3,0,0,2,1,2,2,1,0,1
2,-0.7172515193881902,4,1,-0.5223296782336158,2,1,3,1,0,4,1,0,2,1,1,2,1,0,0,1
0,0.27449278457458604,2,1,-0.12981655761056976,1,3,2,1,0,1,3,0,2,2,1,3,1,1,0,1
2,-0.0560886500796727,3,1,1.3419301975646305,0,3,3,1,0,4,1,0,0,0,2,3,2,1,0,1
1,-0.46931544339749615,2,3,-0.38676004706001393,0,3,1,0,0,4,0,0,0,0,1,1,1,0,0,1
0,-0.7172515193881902,2,7,-0.8804180495795952,1,1,4,0,0,4,1,0,2,1,1,2,1,0,0,0
2,-0.9651875953788842,2,0,-1.0646082029280228,1,2,4,1,0,4,0,1,2,0,1,1,1,0,0,1
2,-0.7172515193881902,2,4,-0.6181511452934914,1,1,1,1,0,1,0,1,2,0,1,2,1,0,0,0
1,-0.7172515193881902,2,0,-0.9354266695584127,1,2,4,1,0,2,0,0,2,1,1,1,1,0,0,1
1,-0.46931544339749615,4,3,-0.17311366494873578,1,3,2,0,1,3,2,1,0,1,2,2,1,0,0,1
0,-1.047832954042449,4,0,-0.9031312862160102,1,4,4,1,0,4,0,0,2,1,2,1,1,0,0,1
0,0.27449278457458604,2,9,1.1683868738895224,1,2,2,1,0,2,2,1,1,1,1,1,1,0,0,1
0,-0.9651875953788842,4,4,-0.7586892969813088,1,2,4,1,0,4,0,0,2,1,2,1,1,0,0,1
2,-0.7172515193881902,2,0,1.4892113413788837,0,0,1,0,0,2,0,1,2,0,1,0,1,0,0,1
0,-0.46931544339749615,0,0,-0.8254094296007778,1,4,4,1,0,3,2,0,2,0,2,2,2,0,0,0
1,-0.7172515193881902,4,7,-0.4187005360799725,1,3,2,1,0,3,0,0,2,1,1,1,2,0,0,1
0,1.7621092405187504,4,6,0.04195229445231834,1,0,4,1,1,4,2,0,2,1,2,0,1,0,0,1
1,0.7703649365559742,4,1,1.5332182373619376,0,4,1,1,0,4,2,0,2,1,2,2,1,0,0,1
1,-0.46931544339749615,4,4,-0.6799027573987445,1,2,4,1,0,2,1,0,2,1,2,2,1,0,0,1
2,-1.047832954042449,2,9,-0.8406698854658691,1,1,3,1,0,2,0,0,2,1,1,2,1,1,0,1
1,0.02655670858389198,2,0,-0.17524303088339968,3,3,1,0,0,2,2,0,0,1,1,3,1,0,0,1
0,-1.2131236713695783,4,3,0.038403351227878496,1,2,1,1,0,4,0,0,2,0,1,3,1,1,0,0
2,-1.2131236713695783,3,0,-0.733491800087786,1,0,4,1,0,4,1,0,2,1,1,3,1,1,0,0
2,-0.7172515193881902,2,0,-0.9194564250484334,1,3,2,1,0,3,2,0,0,1,1,1,1,0,0,0
